stimulus_id,condition,stimulus,pPMI_lag2
384sentences.31,within_sent_random_lowPMI,type hammock above the bed is fabric sling the of a another suspended ground,47.76216343729603
384sentences.32,within_sent_random_lowPMI,a insect and black bee a legs a body flying is with and yellow six,54.58045275376154
384sentences.33,within_sent_random_lowPMI,honey make spread as nectar flowers between they to collect bees pollen,40.66062842797297
384sentences.34,within_sent_random_lowPMI,are hive in colony social a located a live and together insects bees in,44.93144606143344
384sentences.35,within_sent_random_lowPMI,they bees if many feel have attack and threatened stingers can,24.545731657880587
384sentences.36,within_sent_random_lowPMI,bicycle and frame is on two vehicle pedals a a a with wheels,38.87124242091632
384sentences.37,within_sent_random_lowPMI,pedalling is saddle of bicycle cyclist propelled the a the on by a,39.40374319011479
384sentences.38,within_sent_random_lowPMI,an inner rubber full air have with the tube of wheels tires,36.00029691034248
384sentences.39,within_sent_random_lowPMI,racing recreation transportation people use for and bicycles,22.320518260183672
384sentences.40,within_sent_random_lowPMI,blacksmith objects iron steel creates a by or forging,31.23211873205119
384sentences.41,within_sent_random_lowPMI,and an shape hammers its a iron anvil on to hot bends change blacksmith,38.89625705239501
384sentences.42,within_sent_random_lowPMI,apron handle with tongs blacksmiths thick a and wears the metal,36.35836261760432
384sentences.43,within_sent_random_lowPMI,weapons blacksmiths like shoes furniture horse objects make or iron,27.064215238923364
384sentences.44,within_sent_random_lowPMI,used kitchen or mix puree to a a is blender ingredients food appliance,45.79490628635085
384sentences.45,within_sent_random_lowPMI,blade or glass with a a bottom blenders plastic container in have the rotating,49.98526005316657
384sentences.46,within_sent_random_lowPMI,milk fruit to are blenders and shakes make smoothies used,19.8839700918424
384sentences.47,within_sent_random_lowPMI,with also ice alcoholic are crushed cold make to blenders drinks used,34.982644365247396
384sentences.48,within_sent_random_lowPMI,has young is child male undergone a not who a puberty boy,41.86821574551693
384sentences.49,within_sent_random_lowPMI,used the is indicate relative distinctions sex to to term girls,29.022097949957576
384sentences.50,within_sent_random_lowPMI,fight play rough each other traditionally to games like with and boys,39.562175007662844
384sentences.51,within_sent_random_lowPMI,adult as boy is male to often immaturely a an behaving referred,22.950670143509498
384sentences.52,within_sent_random_lowPMI,cabbage the is a family broccoli in plant,24.277883566019717
384sentences.53,within_sent_random_lowPMI,thick flower green and has a tough head stalk a broccoli,54.58952343384698
384sentences.54,within_sent_random_lowPMI,nutrients vitamins is high and broccoli in fiber other,22.00753720660121
384sentences.55,within_sent_random_lowPMI,or raw can stir-fried boiled broccoli be eaten,34.55094840051669
384sentences.56,within_sent_random_lowPMI,flying with a a insect four large butterfly is wings,40.60179311367582
384sentences.57,within_sent_random_lowPMI,can butterflies patterned very of and wings be colorful the,24.919732981230478
384sentences.58,within_sent_random_lowPMI,transformation is butterfly metamorphosis into of the a caterpillar a,42.26096748611592
384sentences.59,within_sent_random_lowPMI,wings because people some butterflies their colorful of collect,34.338609423442904
384sentences.60,within_sent_random_lowPMI,laborer or carpenter wood is artist works who a an manual with,34.364294578888405
384sentences.61,within_sent_random_lowPMI,objects other houses carpenters boats furniture repair and and build,39.63878104383079
384sentences.62,within_sent_random_lowPMI,saws hammers carpenters pliers tools such and planes use as,22.728941534950124
384sentences.63,within_sent_random_lowPMI,makes musical is carpenter and instruments repairs that a a luthier,23.37159039710297
384sentences.64,within_sent_random_lowPMI,legs furry with a four and tail are cats animals small,48.661823936938774
384sentences.65,within_sent_random_lowPMI,themselves cats fur to groom their licking by like,27.286895255018486
384sentences.66,within_sent_random_lowPMI,fed hunt but are can or owners by their often mice cats birds,35.40096182582066
384sentences.67,within_sent_random_lowPMI,that retractable sharp keep cats are the so claws they of,26.839014125991632
384sentences.68,within_sent_random_lowPMI,sit designed furniture a is on of chair to for people a piece,30.06806492942814
384sentences.69,within_sent_random_lowPMI,seat level supported a chairs of by raised above consist legs floor,28.599673436998263
384sentences.70,within_sent_random_lowPMI,have well as cushion and arm can back a also chairs rests as,31.338108258197327
384sentences.71,within_sent_random_lowPMI,vehicles seats places located chairs in like are in or fixed cinemas,35.64356672668578
384sentences.72,within_sent_random_lowPMI,musical a a clarinet instrument is woodwind,26.400490135865816
384sentences.73,within_sent_random_lowPMI,bottom flare at is black long with clarinet a tube a a the,40.11211302769597
384sentences.74,within_sent_random_lowPMI,holes keys by chooses the notes pressing player and,16.67867156142715
384sentences.75,within_sent_random_lowPMI,music used clarinet the classical is and in jazz both,30.592780028957574
384sentences.76,within_sent_random_lowPMI,a colder the atlantic fish in areas is lives of a cod the that,35.39129064411484
384sentences.77,within_sent_random_lowPMI,cod easily and white flesh when and is flakes cooked mild-tasting,37.23574123811945
384sentences.78,within_sent_random_lowPMI,used fresh salted chips for dishes for cod and fish elaborate is cod,65.51454262131385
384sentences.79,within_sent_random_lowPMI,has and the of since been the vikings cod time caught traded salted,26.38836234335605
384sentences.80,within_sent_random_lowPMI,coffee from coffee the seeds coffee plant is the of beans made,48.858390896657546
384sentences.81,within_sent_random_lowPMI,drink a countries in hot and served popular is many coffee usually,40.7111419931429
384sentences.82,within_sent_random_lowPMI,drug that mild a called awake caffeine contains coffee people keeps,28.757272515868944
384sentences.83,within_sent_random_lowPMI,export is world's the coffee seventh-largest agricultural legal,15.871309631239582
384sentences.84,within_sent_random_lowPMI,almost natural where falls a a no is environment desert rain,27.819554867092275
384sentences.85,within_sent_random_lowPMI,filled sand usually or are deserts rocks dunes with hot,40.847625862122634
384sentences.86,within_sent_random_lowPMI,some in adapted animals live have and deserts plants to,37.50136763290274
384sentences.87,within_sent_random_lowPMI,is the biggest hot sahara northern the in africa desert,31.214054925659948
384sentences.88,within_sent_random_lowPMI,furniture desk with sometimes for at a working a used a of is computer piece,42.4247421687867
384sentences.89,within_sent_random_lowPMI,made metal a and or a has of flat can plastic wood desk be surface,39.911784433154246
384sentences.90,within_sent_random_lowPMI,and papers may to drawers a supplies have store desk,16.149134858741437
384sentences.91,within_sent_random_lowPMI,by a desk three surrounded a of cubicle consists sides on partitions,34.654665074318096
384sentences.92,within_sent_random_lowPMI,exit a barrier door an is from movable to area a or enclosed entrance,44.64705818352579
384sentences.93,within_sent_random_lowPMI,pass gets doors most have who them control through locks to to,18.904524520395533
384sentences.94,within_sent_random_lowPMI,pulling after a doors handle most pushing opened they are or by unlocked are,31.33104400507718
384sentences.95,within_sent_random_lowPMI,chamber of types can revolving slide other of or a doors consist,26.770665410957168
384sentences.96,within_sent_random_lowPMI,wear is dress of piece clothing a a women that sometimes,33.929711123671495
384sentences.97,within_sent_random_lowPMI,to shirt a a skirt a matching dress attached is like long,46.39735154194614
384sentences.98,within_sent_random_lowPMI,is dress as dance or usually such wedding formal worn a a occasions at a,38.12333468364872
384sentences.99,within_sent_random_lowPMI,stairs it be a a bike can or to hard in dress climb ride,29.873230480846747
384sentences.100,within_sent_random_lowPMI,driving effects alcohol the the act under drunk of is of driving,30.117085261317172
384sentences.101,within_sent_random_lowPMI,most the vehicle in crime world of drunk of any is driving a,32.645909893311696
384sentences.102,within_sent_random_lowPMI,almost deaths vehicle-related role a of it in half all plays,19.22434496972617
384sentences.103,within_sent_random_lowPMI,tests caught by drivers breathing field sobriety drunk are and,23.57685957521852
384sentences.104,within_sent_random_lowPMI,lack rain shortage by the persistent of water is of a caused drought supply a,57.4897032055687
384sentences.105,within_sent_random_lowPMI,plants to crops stop cause and die drought growing and will,27.50860100132956
384sentences.106,within_sent_random_lowPMI,eventually areas drought extreme cause into turn famine desert and will,32.741194224415466
384sentences.107,within_sent_random_lowPMI,away to bowls of people large from dust have migrate numbers,25.00848052240136
384sentences.108,within_sent_random_lowPMI,are the birds day of have large eyesight hunt that very during prey and eagles good,36.1666609304412
384sentences.109,within_sent_random_lowPMI,hooked sharp and flesh beaks talons for legs have strong eagles tearing,45.014764326912776
384sentences.110,within_sent_random_lowPMI,fish eagles mammals small others in species and eyries eat and live some,44.91137022703785
384sentences.111,within_sent_random_lowPMI,is bright bald united the the white has national head eagle of a and the bird states,43.21280700257915
384sentences.112,within_sent_random_lowPMI,and structures other ground down can and buildings shake the knock earthquakes,35.25752802898782
384sentences.113,within_sent_random_lowPMI,the trigger can volcanic and shaking landslides activity also,21.59891087563806
384sentences.114,within_sent_random_lowPMI,in release caused the earth's the most by energy crust are earthquakes of,28.60575877769203
384sentences.115,within_sent_random_lowPMI,at sea earthquake the can and tsunami an displace seabed a cause,28.39352398195957
384sentences.116,within_sent_random_lowPMI,land weighing of are mammal elephants largest tons kind the several,36.757225437624435
384sentences.117,within_sent_random_lowPMI,elephant which a nose a things an long called grab trunk can has or food,24.338360348388857
384sentences.118,within_sent_random_lowPMI,into of has objects for trees or ivory elephant the pair digging a tusks moving,44.34064154473449
384sentences.119,within_sent_random_lowPMI,elephant and large the the to its them cool its body flaps in blood ears,38.96582007326712
384sentences.120,within_sent_random_lowPMI,light sensing coding organ cortex and an the the it visual is for for eye,39.41859346119511
384sentences.121,within_sent_random_lowPMI,and complex motion can have most texture detect animals eyes which color,18.211689204213354
384sentences.122,within_sent_random_lowPMI,of of the is sensitive part center human the and it fovea eye most the the,45.85052544138816
384sentences.123,within_sent_random_lowPMI,insects eyes facing in eye have many units up compound of made directions,25.175267797594337
384sentences.124,within_sent_random_lowPMI,plants used land or raise grow is a farm animals to for food,40.77849070746993
384sentences.125,within_sent_random_lowPMI,produce farmers the people the and run decide are farm what to who,30.07252735660501
384sentences.126,within_sent_random_lowPMI,for barn and a have a farms a house usually silo farmers,27.71181570567067
384sentences.127,within_sent_random_lowPMI,farm many farmers the a share cooperative and is where equipment a land,39.092848564597894
384sentences.128,within_sent_random_lowPMI,fingers have on thumb and each primates usually a hand four,20.973752700847466
384sentences.129,within_sent_random_lowPMI,and grasping other are writing grooming for activities fingers used,30.02014162883218
384sentences.130,within_sent_random_lowPMI,fingertips are pressure temperature vibration to the and sensitive,18.6131979140686
384sentences.131,within_sent_random_lowPMI,tip the the the grown or and finger can nail decorated of protects be,28.712835043235888
384sentences.132,within_sent_random_lowPMI,an land of an of that inhabited is water a expanse submerges overflow flood,33.386478222442825
384sentences.133,within_sent_random_lowPMI,earthquakes snow rapid flood at well melt caused or heavy as by be as sea can rain,29.936654280822307
384sentences.134,within_sent_random_lowPMI,break dams river in a its out will a channel of levees and or flow flood,52.00540470271413
384sentences.135,within_sent_random_lowPMI,a during diseases water the causes evacuate contaminated people flood and,28.025763431652408
384sentences.136,within_sent_random_lowPMI,a horizontal inside floor for a used surface a building on is walking,39.4594431207866
384sentences.137,within_sent_random_lowPMI,bare tile wooden be concrete made floorboards may of or floors linoleum,52.88285511763135
384sentences.138,within_sent_random_lowPMI,dampen comfort floor often a and people to put carpets noise for on,24.941772551657852
384sentences.139,within_sent_random_lowPMI,under the buildings has floor and electrical it often pipes in wiring,24.53873195641341
384sentences.140,within_sent_random_lowPMI,foot a body end leg a part the of a on is,34.10771583736001
384sentences.141,within_sent_random_lowPMI,running walking use people straight feet or when standing their,26.373595153898957
384sentences.142,within_sent_random_lowPMI,both use sports and people kick feet also fighting to their in,24.52137551353877
384sentences.143,within_sent_random_lowPMI,for related have many feet rules behavior cultures to,11.059254694873195
384sentences.144,within_sent_random_lowPMI,of is trees density an a canopy cover area high and a forest with,49.98016647996857
384sentences.145,within_sent_random_lowPMI,the of depends location rainfall its type in and on temperature forest,37.646375237126115
384sentences.146,within_sent_random_lowPMI,as has various as well trees animals ecosystem plants types a ground forest and of,31.918841025701973
384sentences.147,within_sent_random_lowPMI,the forests down of is regeneration disregarding cutting deforestation,20.183472680973694
384sentences.148,within_sent_random_lowPMI,with is for several a fork tool and solid eating a tines a foods handle,45.24562897866697
384sentences.149,within_sent_random_lowPMI,disposable forks metal made if of or usually plastic are,23.67748434193703
384sentences.150,within_sent_random_lowPMI,to while in hold to are place food forks cutting to or food the lift mouth used,36.672630190215884
384sentences.151,within_sent_random_lowPMI,western forks used foods cultures for there special kinds are and are various in,35.228748712933125
384sentences.152,within_sent_random_lowPMI,frying sloping is small pan with a a pan and handle sides a,56.52720958689206
384sentences.153,within_sent_random_lowPMI,brown frying is and a fry used sear pan to food,42.77889288922218
384sentences.154,within_sent_random_lowPMI,covering cooked the the the oil bottom food of pan is on,37.4338165930538
384sentences.155,within_sent_random_lowPMI,are frying iron steel made teflon-clad of or pans,23.38463271193771
384sentences.156,within_sent_random_lowPMI,is female reached human girl who not yet a maturity has a,30.329754823809672
384sentences.157,within_sent_random_lowPMI,develops at of a girl that puberty body into woman the a of,37.58484682494268
384sentences.158,within_sent_random_lowPMI,girls and like with games social often dolls playing,26.792534378865124
384sentences.159,within_sent_random_lowPMI,girls skirts sometimes hair dresses wear and long and grow,42.74757700278208
384sentences.160,within_sent_random_lowPMI,glove the is piece clothing covers of a fingers a hand and that,30.24973839174569
384sentences.161,within_sent_random_lowPMI,material or made wool lined cold against to of protect gloves are waterproof,44.61721101921933
384sentences.162,within_sent_random_lowPMI,or are latex from shield used disposable rubber hands germs gloves chemicals to or,46.24044332780939
384sentences.163,within_sent_random_lowPMI,a fingers is are where glove mitten four together kind covered of a the,21.823425955211448
384sentences.164,within_sent_random_lowPMI,an an a tool deliver used impact to to a is object hammer,39.20407161429977
384sentences.165,within_sent_random_lowPMI,into wood most hammer to drive often is nails a used,33.292994832494806
384sentences.166,within_sent_random_lowPMI,to nails the remove be head claw on used the can,24.40124187208363
384sentences.167,within_sent_random_lowPMI,the of vary the and handle head length in hammers shape,22.294963762361
384sentences.168,within_sent_random_lowPMI,used explosive a against hand as people a grenade weapon an is,33.82739055001137
384sentences.169,within_sent_random_lowPMI,hand and after timed to grenades are a that explode thrown bit,14.169290799867245
384sentences.170,within_sent_random_lowPMI,can launchers fired shoulder from also or rifles grenades be,24.87649986677573
384sentences.171,within_sent_random_lowPMI,of a tear disperse thrown middle gas mob grenades are into it the to,31.460474713498268
384sentences.172,within_sent_random_lowPMI,a horse mammal legs large is long a with muscular hoofed four,45.231375506268044
384sentences.173,within_sent_random_lowPMI,a neck a tail usually gray and and on mane brown is or has its horse a,53.70408476843575
384sentences.174,within_sent_random_lowPMI,for used and horses travel have work entertainment draft been,15.143971333337172
384sentences.175,within_sent_random_lowPMI,trots or a it human ride a horse walks can while gallops,30.381494455226658
384sentences.176,within_sent_random_lowPMI,are go when people be to injured sick hospitals they to or healed,29.213738832191755
384sentences.177,within_sent_random_lowPMI,staffed surgeons and professional physicians are hospitals nurses by,30.787014801246535
384sentences.178,within_sent_random_lowPMI,some specialist there leaving same for day diagnosis patients go therapy or the,23.7979031554575
384sentences.179,within_sent_random_lowPMI,some weeks operations stay have treatments for for patients several to or,33.443660481894
384sentences.180,within_sent_random_lowPMI,building structure or for house a or people a families is to in permanent live,37.9703193312108
384sentences.181,within_sent_random_lowPMI,roof let keep out light rain house windows a cold has and and to walls to and in a,40.09010851436853
384sentences.182,within_sent_random_lowPMI,house for or purposes can a sleeping rooms have cooking washing like,37.391492167548535
384sentences.183,within_sent_random_lowPMI,back and work leave house night come sleep eat the to to and people at most,36.019585559544524
384sentences.184,within_sent_random_lowPMI,snow a an of by shelter inuit is made blocks from of type igloo,31.359503411745354
384sentences.185,within_sent_random_lowPMI,the are in where snow covers land the igloos time of places built most,43.20975990677814
384sentences.186,within_sent_random_lowPMI,the shape igloos tunnel often entrance in with a dome are of built an,39.84227938400333
384sentences.187,within_sent_random_lowPMI,warms body pockets igloos air in the and heat space snow insulate,39.13174813463786
384sentences.188,within_sent_random_lowPMI,things sharp is used is cut edge tool a to a with a that knife,51.01073742080897
384sentences.189,within_sent_random_lowPMI,usually knives a handle and consist a modern metal made blade of of,39.127600534497645
384sentences.190,within_sent_random_lowPMI,in and also used have as instruments weapons knives rituals been,31.119990392863627
384sentences.191,within_sent_random_lowPMI,can attack knife by throwing to stabbing used slashing a be or,38.858502119189076
384sentences.192,within_sent_random_lowPMI,seeds family the a of are the lentils of legume plant,34.48109963272462
384sentences.193,within_sent_random_lowPMI,green lentils or can red black yellow brown be,40.80228881530224
384sentences.194,within_sent_random_lowPMI,are in used indian lentils cuisines and commonly mediterranean,24.53820266904217
384sentences.195,within_sent_random_lowPMI,boiling are of cooked great and protein by are lentils source a,20.281907430860077
384sentences.196,within_sent_random_lowPMI,a is climates lettuce a biennial temperate grown often leaf vegetable in plant as,43.947594134763285
384sentences.197,within_sent_random_lowPMI,raw cooked can or other eaten in salads and dishes lettuce be and cold,56.41554898660046
384sentences.198,within_sent_random_lowPMI,a for to grow crop fairly and is suitable easy beginners lettuce considered,33.640128171021054
384sentences.199,within_sent_random_lowPMI,some to taste most leaves are bitterness but bitter the lettuce bred remove,31.831726234264774
384sentences.200,within_sent_random_lowPMI,where and a kept a of is library place a documents books is media collection,35.186477908530165
384sentences.201,within_sent_random_lowPMI,organizing at finding libraries at and and work are experts librarians information,33.48936833158805
384sentences.202,within_sent_random_lowPMI,public go take books to to weeks libraries and people several borrow can for home,44.66254159790474
384sentences.203,within_sent_random_lowPMI,scholarly specialized academic have research and support libraries books,49.84252787419894
384sentences.204,within_sent_random_lowPMI,cabin from round small house built logs a log is a,51.732008743241074
384sentences.205,within_sent_random_lowPMI,frontier of symbol life origins and log a american humble cabin is,40.23984134574943
384sentences.206,within_sent_random_lowPMI,settlers used european were first log by as shelters cabins,31.014329101232896
384sentences.207,within_sent_random_lowPMI,log notch were the built ends logs joints at with cabins using,27.465768606051842
384sentences.208,within_sent_random_lowPMI,adult a a human male is man,21.783419771479167
384sentences.209,within_sent_random_lowPMI,a a through puberty boy man after becomes passing,29.524392459595642
384sentences.210,within_sent_random_lowPMI,with and is manhood masculinity associated virility,18.753304955984444
384sentences.211,within_sent_random_lowPMI,and from men body in women structure height weight differ,18.08093839924145
384sentences.212,within_sent_random_lowPMI,female feed milk a produced mammals to young is by their white liquid,30.128109284245753
384sentences.213,within_sent_random_lowPMI,fed before food can must be solid animals newborn they milk eat,31.376427857906002
384sentences.214,within_sent_random_lowPMI,dairy as milk made and from such products butter cheese are,40.172147520489844
384sentences.215,within_sent_random_lowPMI,liquid and called from produced is soybeans milk coconuts sometimes,31.00634724796627
384sentences.216,within_sent_random_lowPMI,emit a that thin flying small mosquitos sound insects are high-pitched,28.848723881193074
384sentences.217,within_sent_random_lowPMI,have and for the piercing mosquitoes animals plants skin of mouthparts,20.637081656225053
384sentences.218,within_sent_random_lowPMI,bite female protein suck and animals blood and their for mosquitoes people,38.19960561702673
384sentences.219,within_sent_random_lowPMI,diseases bites malaria and fever spread can mosquito other yellow parasite,49.17692977826624
384sentences.220,within_sent_random_lowPMI,mountain above steeply landform that land a surrounding a rises is,24.48110182009799
384sentences.221,within_sent_random_lowPMI,top higher snow sometimes than the hills have at mountains rise and,32.16611874914936
384sentences.222,within_sent_random_lowPMI,a tectonic plate of to forms mountains collision range due,28.330319379572483
384sentences.223,within_sent_random_lowPMI,climb who hike people are mountaineers up mountains or,24.115414374915012
384sentences.224,within_sent_random_lowPMI,we in the we face mouth food cavity put the when eat is,26.229306187251343
384sentences.225,within_sent_random_lowPMI,mix and chew with the it food to teeth saliva has mouth,28.958807169812346
384sentences.226,within_sent_random_lowPMI,and mouth used for talking the also kissing is,15.103584479512124
384sentences.227,within_sent_random_lowPMI,placement speech are mouth tongue in sounds by controlled the,14.95393517932959
384sentences.228,within_sent_random_lowPMI,drinking a sturdy mug a liquids a is with handle for hot cup,59.534607040164175
384sentences.229,within_sent_random_lowPMI,normally of also mug glass is metal be but made or can ceramic a,36.65782456090764
384sentences.230,within_sent_random_lowPMI,insulation a mug for a and ring is thermal thick has base,38.187561754452055
384sentences.231,within_sent_random_lowPMI,imprinted or or have be can plain on mugs drawings them carved,25.97348503212293
384sentences.232,within_sent_random_lowPMI,being with of unlawful murder is human killing intent another the,32.47616485495232
384sentences.233,within_sent_random_lowPMI,of murder it a the victim because serious existence their crime deprives,37.227708112186214
384sentences.234,within_sent_random_lowPMI,or in self-defense not killing murder war is accidentally in considered,19.791066092743293
384sentences.235,within_sent_random_lowPMI,convicted given sentence often penalty the or a a death life is murderer,32.788475197565425
384sentences.236,within_sent_random_lowPMI,orange from orange made liquid drink juice pulp the a in is,50.40467482551399
384sentences.237,within_sent_random_lowPMI,a of acid juice sweet and c lot a contains has orange vitamin taste,40.631982160442064
384sentences.238,within_sent_random_lowPMI,often orange well freshly pulp squeezed as juice contains,41.66402534633593
384sentences.239,within_sent_random_lowPMI,drunk breakfast a orange is from glass often juice at,27.709461905323657
384sentences.240,within_sent_random_lowPMI,and bird parrot warm tropical is that a in lives a regions,46.30036947240957
384sentences.241,within_sent_random_lowPMI,parrots beak a have brightly-colored and sharp curved feathers,26.473256008720842
384sentences.242,within_sent_random_lowPMI,they imitate human it the can repeatedly voice if parrots hear,20.300153046324414
384sentences.243,within_sent_random_lowPMI,and their pets makes popular abilities appearance them,16.491451357406543
384sentences.244,within_sent_random_lowPMI,peach smell is a orange-yellow a characteristic with an fruit,27.857858590507966
384sentences.245,within_sent_random_lowPMI,skin the small is and fine of thin peach a covered in hairs,43.30038991978525
384sentences.246,within_sent_random_lowPMI,stone have peaches inside contains which large red-brown seed the a,22.28289369170476
384sentences.247,within_sent_random_lowPMI,after are and sweet and be peaches must ripening delicate harvested,32.863274396255484
384sentences.248,within_sent_random_lowPMI,musical is means popular played the keyboard a a of instrument piano by,38.77145736831276
384sentences.249,within_sent_random_lowPMI,a key hit vibrating felt-tipped to a causes a steel string hammer pressing piano,54.211240635897596
384sentences.250,within_sent_random_lowPMI,enormous quality an change the the note pedals sound and range piano has to,37.71817215823384
384sentences.251,within_sent_random_lowPMI,solo piano famous is can large concerts repertoire give the pianists and,37.42154409707469
384sentences.252,within_sent_random_lowPMI,live small are american piranhas rivers fish in ferocious south that,22.498438434059963
384sentences.253,within_sent_random_lowPMI,attack schools in most piranhas during day are live and active and the,27.094868357500296
384sentences.254,within_sent_random_lowPMI,are sharp have carnivores teeth very and opportunistic piranhas,30.2561633676066
384sentences.255,within_sent_random_lowPMI,piranhas insects carrion lizards and mammals fish eat,37.97940556257244
384sentences.256,within_sent_random_lowPMI,or that forest fields is raspberry a in the clearings grows fruit,36.25188663522634
384sentences.257,within_sent_random_lowPMI,many consists fruits a of joined small single raspberry together,22.24941251544833
384sentences.258,within_sent_random_lowPMI,with or eaten sugar are into jam by themselves raspberries cooked,40.643994871170655
384sentences.259,within_sent_random_lowPMI,used raspberry are herbal or fresh dried of in teas the leaves,47.412018456029045
384sentences.260,within_sent_random_lowPMI,bird in is that raven thrives climates many black large a a,37.40861569712029
384sentences.261,within_sent_random_lowPMI,insects berries animals ravens on or small carrion feed,20.838939190852944
384sentences.262,within_sent_random_lowPMI,have are and solving of large ravens problem capable brains,15.36082250072865
384sentences.263,within_sent_random_lowPMI,of birds ill-omen and are in tricksters folklore also ravens,23.26183085780136
384sentences.264,within_sent_random_lowPMI,used refrigerator a and preserve is a contain food cooling device to,33.14692887239474
384sentences.265,within_sent_random_lowPMI,a compartment can refrigerators temperature have at small some freezing,27.297907619436327
384sentences.266,within_sent_random_lowPMI,different refrigerator small for types can of compartments a have food shelves and,35.2424197036691
384sentences.267,within_sent_random_lowPMI,magnets white is and refrigerator on its generally often a put people surface,24.473126312590882
384sentences.268,within_sent_random_lowPMI,with a a shoulder rests rifle the that has and twisting firearm a is grooves barrel on,59.436260697779595
384sentences.269,within_sent_random_lowPMI,around rifle spin the fly air make they bullets grooves the as through the the axis,54.36148802588722
384sentences.270,within_sent_random_lowPMI,with scopes rifles shooting in are hunting and sometimes used sports,39.351384589594026
384sentences.271,within_sent_random_lowPMI,can weapon rifles infantry bursts the in assault and are fire standard,32.96333941558669
384sentences.272,within_sent_random_lowPMI,water from to to is salmon ocean that back spawn a fresh the and migrates fish,39.06944493371532
384sentences.273,within_sent_random_lowPMI,high taste protein red content nice has orange and and is a salmon flesh or,43.31419822581204
384sentences.274,within_sent_random_lowPMI,other sushi poaching be or ways salmon in can in by eaten or cooked grilling raw,46.89858009768345
384sentences.275,within_sent_random_lowPMI,also farmed though in can caught most wild salmon the be is common it the fish,48.01142631651848
384sentences.276,within_sent_random_lowPMI,that blade a cut a hard tool materials wire is hard abrasive or saw to a uses,60.66409608891118
384sentences.277,within_sent_random_lowPMI,the small the along cutting side teeth of points called saw the are the sharp,48.88512460955495
384sentences.278,within_sent_random_lowPMI,hand gas by worked motor by engine saws electric be or or powered an can,46.27899580012672
384sentences.279,within_sent_random_lowPMI,extensively medicine forestry saws carpentry in construction are and used,19.194615023254038
384sentences.280,within_sent_random_lowPMI,scientist and new physical produces studies about world the a knowledge,33.755561564542624
384sentences.281,within_sent_random_lowPMI,a to and experiments creates does hypotheses scientist them test,20.96084536201682
384sentences.282,within_sent_random_lowPMI,and of classic chemistry are biology examples physics sciences,24.588089112644052
384sentences.283,within_sent_random_lowPMI,conferences journals publish scientists in and their research,31.470245918922853
384sentences.284,within_sent_random_lowPMI,cutting are instrument for scissors two-bladed a used,22.722824194983893
384sentences.285,within_sent_random_lowPMI,metallic metal are plastic blades the with usually handles or,43.62345570334092
384sentences.286,within_sent_random_lowPMI,depending scissors the and format can fabric hair on size or paper cut,34.539032262535805
384sentences.287,within_sent_random_lowPMI,shears of or pieces shrubs used scissors are large metal cutting for,51.45518366308226
384sentences.288,within_sent_random_lowPMI,tightening screwdriver inserting is something screws a a and tool for into,32.47238620782274
384sentences.289,within_sent_random_lowPMI,also to can screws after be screwdrivers are inserted used they remove,39.76562722132466
384sentences.290,within_sent_random_lowPMI,handle the rotating screwdriver applies the the from torque tip,37.89302790645142
384sentences.291,within_sent_random_lowPMI,screwdrivers and major types are phillips of the two flathead,25.498839137184248
384sentences.292,within_sent_random_lowPMI,a large a cartilage skeleton fish is with a shark,49.30199155703434
384sentences.293,within_sent_random_lowPMI,bodies sharks large dorsal have streamlined with fin a,34.193711925616796
384sentences.294,within_sent_random_lowPMI,jaws most sharks with on fish predate and powerful mammals,21.982781878416535
384sentences.295,within_sent_random_lowPMI,electrical very and have senses can sharks fields keen detect,17.813070728370512
384sentences.296,within_sent_random_lowPMI,ship water vehicle a a travels and is on large floats that,32.8501759256565
384sentences.297,within_sent_random_lowPMI,the ship sails in engines can by or powered be a steam ocean diesel,49.4713936244202
384sentences.298,within_sent_random_lowPMI,in ocean to the fish transport used cargo are to and containers ships,46.48626153494497
384sentences.299,within_sent_random_lowPMI,people that floating cruise hotels between cities take are ships,20.381500950175454
384sentences.300,within_sent_random_lowPMI,for is heel sole a an a clothing foot a shoe outsole the and with,26.74593215240011
384sentences.301,within_sent_random_lowPMI,rubber leather made canvas usually are or shoes plastic of,36.052349887062455
384sentences.302,within_sent_random_lowPMI,high many and in and have styles colors women's come shoes often heels,21.839270879227577
384sentences.303,within_sent_random_lowPMI,shoe and is sports a for sneaker athletic activity a,33.543603111510485
384sentences.304,within_sent_random_lowPMI,the member armed forces who a a fights of national is land on soldier,41.82354218518945
384sentences.305,within_sent_random_lowPMI,the soldier in camouflage wear militia a a must uniform usually,36.751124062116375
384sentences.306,within_sent_random_lowPMI,a in paid his soldier for or army is a her volunteer work,40.19692631894422
384sentences.307,within_sent_random_lowPMI,rifles as weapons a fights grenades such and using soldier,23.90166927413981
384sentences.308,within_sent_random_lowPMI,end are of spears weapons one head that sharpened at and a consist pole,35.71393133132616
384sentences.309,within_sent_random_lowPMI,the before common personal spears were of the weapon firearms advent most,26.99048168030609
384sentences.310,within_sent_random_lowPMI,were for spears or in used throwing when fighting stabbing war,25.866878024804226
384sentences.311,within_sent_random_lowPMI,use fishing native people still hunting for some the spear and,36.37667566079398
384sentences.312,within_sent_random_lowPMI,legs insects silk are that with eight make spiders,24.979832130636893
384sentences.313,within_sent_random_lowPMI,to spiders and with use insects webs them build catch silk,34.861860301654986
